,murderandn,robbery,aggravated,burglary,larcenythe,motorvehic,arson,otherassau,forgeryand,fraud,embezzleme,stolenprop,vandalism,weaponscar,prostituti,sexoffense,drugabusev,gambling,offensesag,drivingund,liquorlaws,drunkennes,disorderly,allotherof,population,year,state,decrim,medical,recreational,st
273,6,20,235,254,1416,69,15,1804,128,1032,30,88,386,80,1,117,1542,1,164.0,3818.0,4511,468.0,1002.0,6708,420592.0,2004,SOUTHDAKOTA,0,0,0,SD
274,290,2005,9807,5047,24360,2409,208,26760,3435,11121,627,1025,3557,2906,1582,623,32402,274,1172.0,23684.0,7185,19350.0,11879.0,72338,4840670.0,2004,TENNESSEE,0,0,0,TN
275,834,7294,23148,19361,102940,8754,867,107388,9547,17434,553,842,13091,13019,6575,5004,125343,451,4680.0,96921.0,29903,130159.0,41787.0,313275,22272789.0,2004,TEXAS,0,0,0,TX
276,45,403,864,1161,12223,533,88,7775,1000,911,12,808,2573,1171,353,844,6702,1,1200.0,5485.0,8687,4340.0,4946.0,26591,1532299.0,2004,UTAH,0,0,0,UT
277,7,4,205,229,739,81,20,1172,83,338,29,146,317,16,3,51,1332,0,335.0,3243.0,617,0.0,713.0,2316,519908.0,2004,VERMONT,0,1,0,VT
278,280,1552,4103,3340,20659,1302,282,31714,2367,8601,1324,917,3949,3142,723,942,24011,17,1117.0,22786.0,8338,24387.0,6515.0,88379,6480254.0,2004,VIRGINIA,0,0,0,VA
279,123,1391,4851,5474,26187,2044,381,28918,2801,1463,130,4228,6159,2777,574,1261,21443,15,305.0,38195.0,12040,21.0,4880.0,47855,4735550.0,2004,WASHINGTON,1,1,0,WA
280,25,93,874,508,2784,219,29,4285,289,513,50,206,582,305,58,88,3259,0,82.0,3883.0,1176,2115.0,342.0,8397,1053143.0,2004,WESTVIRGINIA,0,0,0,WV
281,94,683,3112,3482,25456,1726,205,13360,2079,8405,219,1320,8065,2691,142,2865,17349,45,1634.0,33757.0,34558,502.0,47999.0,84446,3949923.0,2004,WISCONSIN,0,0,0,WI
282,14,26,480,350,2069,113,61,3048,157,181,12,87,696,140,35,126,3044,2,259.0,4699.0,4130,1455.0,1286.0,12482,492693.0,2004,WYOMING,0,0,0,WY
283,284,1325,3389,2932,13377,1051,95,24141,2001,8060,10,1901,2179,1148,124,455,15704,49,981.0,11621.0,4895,8562.0,4675.0,68569,3227681.0,2005,ALABAMA,0,0,0,AL
284,28,144,1482,549,3265,392,65,4036,130,181,7,29,981,397,123,213,1885,2,494.0,4754.0,1580,124.0,1040.0,14961,643085.0,2005,ALASKA,1,1,0,AK
285,244,1501,6499,4636,28513,5062,287,23542,2773,1985,284,1586,10306,3322,1611,1740,35722,23,3666.0,34437.0,21809,0.0,16738.0,85987,5350364.0,2005,ARIZONA,0,0,0,AZ
286,131,631,3685,2409,10860,524,78,8899,1812,5314,12,1267,1328,1476,301,306,12009,25,456.0,9983.0,3143,7734.0,3163.0,64230,2154095.0,2005,ARKANSAS,0,0,0,AR
287,1953,18150,100677,51086,89779,30967,1729,86613,10755,10258,2042,21770,29940,32968,13911,15378,305745,672,466.0,181243.0,21311,96308.0,17195.0,337119,35908932.0,2005,CALIFORNIA,0,1,0,CA
288,95,855,4930,3132,24382,2036,307,15236,2051,2175,127,1548,5964,2359,869,1154,19743,30,3265.0,24444.0,14505,247.0,17980.0,94387,4304012.0,2005,COLORADO,0,0,0,CO
289,104,1219,3712,2636,12154,933,311,20556,872,1603,192,760,2772,1490,493,710,14480,80,1194.0,9323.0,1183,9.0,15958.0,29688,3084326.0,2005,CONNECTICUT,0,0,0,CT
290,16,461,1804,941,3803,158,82,7456,460,2010,243,373,1008,391,140,180,5018,12,195.0,200.0,2464,429.0,2768.0,5891,843524.0,2005,DELAWARE,0,0,0,DE
291,229,2060,6960,4101,17481,1953,486,17452,3083,8400,193,3470,2417,4541,1681,3292,29513,216,2003.0,13680.0,10659,2905.0,19112.0,54519,3341353.0,2005,GEORGIA,0,0,0,GA
292,29,299,581,415,3356,797,31,4009,294,228,38,145,729,200,341,203,2132,114,55.0,4346.0,808,0.0,611.0,20653,1048094.0,2005,HAWAII,0,1,0,HI
293,20,48,788,634,3725,203,55,4099,218,359,57,231,899,384,3,207,3231,1,252.0,6150.0,3654,97.0,1491.0,15586,906893.0,2005,IDAHO,0,0,0,ID
294,383,3081,5687,2809,14896,7011,133,27858,213,1663,0,0,5130,4502,4931,1552,58093,3069,358.0,6045.0,880,0.0,19223.0,28818,2873441.0,2005,ILLINOIS,0,0,0,IL
295,248,1600,9324,3855,20023,2019,231,13796,1512,2230,42,5830,2624,1845,1809,1548,24698,17,2098.0,27569.0,13196,16799.0,8960.0,63431,4680394.0,2005,INDIANA,0,0,0,IN
296,17,374,3895,2144,10727,619,153,10226,960,1416,113,171,3065,519,215,322,9740,6,1009.0,13781.0,10764,8651.0,5776.0,30047,2640488.0,2005,IOWA,0,0,0,IA
297,10,68,913,614,2766,264,61,5548,268,1102,26,230,1100,239,8,164,4569,0,146.0,9092.0,5114,220.0,1674.0,13030,1296042.0,2005,KANSAS,0,0,0,KS
298,269,1108,2817,3724,12477,927,239,14461,4251,14890,349,3023,2753,1878,509,2684,35313,38,4759.0,21992.0,5388,18919.0,7817.0,48343,2677931.0,2005,KENTUCKY,0,0,0,KY
299,256,972,5824,4480,14221,988,135,22322,1048,1966,113,1473,3119,1582,447,852,22323,102,1358.0,8800.0,6570,2666.0,16478.0,43277,2450103.0,2005,LOUISIANA,0,0,0,LA
300,0,181,436,1034,5207,263,49,6243,367,845,27,211,1574,333,18,263,4730,3,440.0,6404.0,3852,22.0,1687.0,15448,1302517.0,2005,MAINE,1,1,0,ME
301,333,3528,7551,6936,22856,4376,573,32588,1104,3098,343,275,4490,4464,1861,1280,52472,387,2332.0,23072.0,5889,1.0,6769.0,113524,5524635.0,2005,MARYLAND,0,0,0,MD
302,37,909,5910,2436,8774,765,102,13269,558,937,74,888,2194,761,672,369,14496,9,1596.0,11195.0,3557,6963.0,5605.0,29623,4927398.0,2005,MASSACHUSETTS,0,0,0,MA
303,229,2403,11435,6200,26392,4076,355,31596,1237,6413,1406,2739,4203,5337,1776,1293,33492,100,3392.0,46732.0,25610,626.0,9656.0,112576,9807849.0,2005,MICHIGAN,0,0,0,MI
304,89,1302,4078,3256,19915,2038,176,20123,2639,3364,9,2313,5163,2265,2133,1313,20001,47,520.0,30699.0,27086,0.0,15075.0,33749,4836926.0,2005,MINNESOTA,1,0,0,MN
305,140,459,1299,2041,6785,389,84,10853,796,1336,557,773,1162,730,63,331,13953,345,2628.0,9371.0,2605,6085.0,7636.0,30090,1460530.0,2005,MISSISSIPPI,1,0,0,MS
306,294,1715,8623,4254,19251,2995,297,24885,2635,3008,85,1733,6507,3149,1271,2530,29685,261,3522.0,21003.0,7172,936.0,11974.0,67882,3655659.0,2005,MISSOURI,0,0,0,MO
307,11,56,673,251,3644,240,42,3386,146,184,17,24,893,117,2,74,1662,2,307.0,3128.0,2722,0.0,2193.0,4450,776834.0,2005,MONTANA,0,0,0,MT
308,39,321,1242,928,8391,355,125,9741,788,1727,76,1106,2886,1153,148,585,11181,26,1639.0,14257.0,9342,3.0,4208.0,24043,1590291.0,2005,NEBRASKA,0,0,0,NE
309,205,1189,2621,4772,11439,2046,122,17424,558,2493,441,1852,1688,1897,4633,1336,11267,53,1672.0,9746.0,7254,147.0,1774.0,57064,2410942.0,2005,NEVADA,0,1,0,NV
310,6,123,334,402,2588,140,52,5550,238,1180,32,385,1214,147,74,209,3209,4,193.0,5035.0,4876,4120.0,1450.0,14307,1081410.0,2005,NEWHAMPSHIRE,0,0,0,NH
311,278,4180,9301,5784,23409,1092,368,28190,1983,5387,80,5198,7113,6287,2342,1886,53846,283,14872.0,24694.0,7265,16.0,21601.0,136737,8389085.0,2005,NEWJERSEY,0,0,0,NJ
312,95,372,2738,1039,4830,446,376,5458,382,455,172,702,575,704,300,113,6439,7,1134.0,11240.0,3872,729.0,2525.0,37716,1429002.0,2005,NEWMEXICO,0,0,0,NM
313,350,4248,10680,7945,38780,2855,465,29226,4808,10180,203,6238,12719,4505,1743,4530,54613,198,2763.0,29062.0,4974,0.0,15291.0,86855,9800300.0,2005,NEWYORK,0,0,0,NY
314,666,4105,16540,15302,40798,1844,393,56641,3422,30503,1937,6379,9073,7931,1370,1632,38775,452,8324.0,28720.0,14565,0.0,18175.0,136509,7455705.0,2005,NORTHCAROLINA,0,0,0,NC
315,4,16,171,195,1782,192,12,1820,122,1034,13,113,558,190,1,68,1785,4,210.0,4116.0,5816,541.0,1641.0,5775,549686.0,2005,NORTHDAKOTA,0,0,0,ND
316,227,2561,3696,5977,23230,1913,385,26420,1699,3529,22,4598,4598,2990,1282,1123,33643,157,9217.0,20126.0,12937,4375.0,17976.0,65392,6557771.0,2005,OHIO,0,0,0,OH
317,167,681,4374,2867,11244,1102,284,9818,1079,2435,516,2405,1327,2306,456,700,21468,19,998.0,15884.0,2957,21167.0,2961.0,32892,3345709.0,2005,OKLAHOMA,0,0,0,OK
318,130,955,2979,3171,20550,2665,249,14889,1943,1704,78,680,4598,2041,635,1279,20532,9,512.0,14901.0,14734,0.0,6878.0,21529,3431463.0,2005,OREGON,1,1,0,OR
319,510,6720,15375,9448,37848,4647,681,42373,3573,12547,397,3298,11896,4839,2552,2881,51944,320,935.0,41464.0,24985,21315.0,54107.0,50116,10564202.0,2005,PENNSYLVANIA,0,0,0,PA
320,9,151,523,630,2199,199,74,3634,138,908,153,272,1190,308,110,136,2863,11,134.0,2313.0,638,17.0,2518.0,13528,871688.0,2005,RHODEISLAND,0,0,0,RI
321,287,1558,8502,5054,18747,1094,197,24279,2565,24630,504,2701,4140,2773,742,809,29837,130,751.0,8645.0,9588,11170.0,14597.0,46481,3865027.0,2005,SOUTHCAROLINA,0,0,0,SC
322,5,10,204,173,1045,50,9,1252,66,267,36,102,211,88,3,73,979,3,68.0,2041.0,2585,424.0,643.0,5731,281739.0,2005,SOUTHDAKOTA,0,0,0,SD
323,338,2636,10627,5436,24132,2522,215,27889,3402,10770,733,1076,3879,3102,2025,657,34286,319,1219.0,22279.0,7784,17177.0,10802.0,70937,4642765.0,2005,TENNESSEE,0,0,0,TN
324,906,6481,22812,18246,93279,7896,735,102596,9557,16388,544,737,12303,13688,5999,4616,124214,377,4904.0,90919.0,26855,117264.0,38811.0,304711,22040153.0,2005,TEXAS,0,0,0,TX
325,45,329,1177,1351,13856,525,120,9812,1055,1114,7,915,3599,1251,344,892,8215,0,1872.0,6577.0,10429,5015.0,6014.0,39117,2096365.0,2005,UTAH,0,0,0,UT
326,11,6,251,236,923,95,17,1312,87,506,28,133,356,12,1,62,1312,0,293.0,3626.0,739,8.0,756.0,2192,539008.0,2005,VERMONT,0,1,0,VT
327,312,1683,4211,3715,19129,1333,272,32275,2212,8971,1365,906,3917,3605,737,957,26954,72,1376.0,22279.0,9255,24979.0,6154.0,93986,5825978.0,2005,VIRGINIA,0,0,0,VA
328,152,1676,5105,5835,29569,2328,446,32592,2960,1541,133,5117,6996,3537,1567,1254,24809,6,417.0,36848.0,11291,3.0,4775.0,60014,5417774.0,2005,WASHINGTON,1,1,0,WA
329,54,206,1382,850,4243,359,43,7455,535,1498,106,406,1055,417,163,181,5703,2,125.0,6613.0,2029,4313.0,1094.0,13790,1545865.0,2005,WESTVIRGINIA,0,0,0,WV
330,76,576,3121,3195,21959,1413,196,11448,1845,8748,147,1007,7121,2478,121,2525,16207,20,1745.0,31806.0,31708,10.0,43642.0,77112,3769639.0,2005,WISCONSIN,0,0,0,WI
331,14,35,493,334,2199,121,20,3069,145,179,7,74,817,202,3,152,3283,19,307.0,5067.0,3922,1773.0,1350.0,12826,497656.0,2005,WYOMING,0,0,0,WY
332,347,1610,3648,3262,12820,1057,107,24666,1901,8524,34,2232,2058,1238,191,553,16860,87,975.0,12374.0,5778,9371.0,4478.0,74319,3691413.0,2006,ALABAMA,0,0,0,AL
333,36,144,1392,555,3383,385,43,4130,122,165,8,16,954,400,192,183,1701,1,345.0,4334.0,1940,172.0,913.0,15131,641049.0,2006,ALASKA,1,1,0,AK
334,294,1566,6565,4629,25846,4538,288,24721,3122,2075,294,1435,11074,3703,1518,1505,35470,23,3371.0,35251.0,24317,1.0,17251.0,88258,5893944.0,2006,ARIZONA,0,0,0,AZ
335,130,646,3704,2610,8619,485,86,8286,1278,2934,8,1124,1384,1429,251,235,11154,13,273.0,9388.0,1723,8623.0,3012.0,43009,1943587.0,2006,ARKANSAS,0,0,0,AR
336,1965,20343,99448,52204,84265,28283,1665,89196,10110,10157,2269,21380,34527,33547,12908,15665,301406,557,509.0,197775.0,21533,106859.0,17014.0,347996,36291331.0,2006,CALIFORNIA,0,1,0,CA
337,112,1053,5398,3070,18963,1886,275,15801,1699,2537,192,1226,6351,2388,497,1018,19513,5,2976.0,30862.0,16968,384.0,12023.0,95458,4493272.0,2006,COLORADO,0,0,0,CO
338,93,978,3196,1945,9207,694,332,14613,645,996,165,606,1928,1243,481,423,12249,13,1087.0,5105.0,994,12.0,12879.0,26302,2137426.0,2006,CONNECTICUT,0,0,0,CT
339,19,550,1862,1083,4126,167,89,7890,588,2077,227,426,1149,464,105,177,5538,13,221.0,233.0,2321,472.0,2769.0,6315,853476.0,2006,DELAWARE,0,0,0,DE
340,252,2002,7786,3948,17305,1682,483,16434,3555,6293,127,3295,2076,4380,1540,3231,33922,268,2420.0,16615.0,10220,3207.0,20530.0,70543,3185684.0,2006,GEORGIA,0,0,0,GA
341,28,303,725,421,2893,613,31,4334,222,209,28,127,937,226,428,305,2428,21,27.0,5059.0,895,6.0,588.0,22520,1081338.0,2006,HAWAII,0,1,0,HI
342,27,110,1066,904,4779,278,99,5846,281,511,123,248,1170,560,7,326,5285,15,446.0,10308.0,5453,242.0,2451.0,22814,1236683.0,2006,IDAHO,0,0,0,ID
343,320,3320,5253,2988,14583,5785,105,27853,324,1296,0,88,5737,4096,4736,944,57495,3882,424.0,5971.0,1537,0.0,21513.0,30501,3011534.0,2006,ILLINOIS,0,0,0,IL
344,161,916,4341,3075,16747,1112,153,13567,1007,1867,42,1004,2447,1324,198,1063,19633,32,2059.0,22586.0,11880,12522.0,5435.0,42647,3741675.0,2006,INDIANA,0,0,0,IN
345,26,331,3383,2013,9064,508,151,9416,748,1031,63,200,3278,483,95,280,8512,12,931.0,13028.0,8739,10013.0,5789.0,29651,2479827.0,2006,IOWA,0,0,0,IA
346,47,206,1749,946,4190,422,68,9728,508,1358,125,275,1701,680,212,285,6523,0,247.0,11249.0,6852,238.0,3708.0,16953,1783369.0,2006,KANSAS,0,0,0,KS
347,41,807,1127,1754,6342,320,27,3612,706,1170,21,1242,779,661,656,110,12192,18,1203.0,4971.0,1014,5543.0,1943.0,26159,984186.0,2006,KENTUCKY,0,0,0,KY
348,292,953,5697,3819,12081,1078,109,20364,814,1974,170,1607,3393,1785,519,809,23506,80,975.0,8755.0,6945,2193.0,17941.0,43800,2057838.0,2006,LOUISIANA,0,0,0,LA
349,0,186,474,1376,5258,291,76,7100,367,892,48,198,1732,400,28,278,5779,9,378.0,7704.0,4952,78.0,1845.0,17606,1317948.0,2006,MAINE,1,1,0,ME
350,317,4213,7501,7389,22774,4016,566,29762,1207,2563,348,201,4444,4385,1694,1330,55466,356,2267.0,22898.0,6061,3.0,6697.0,108635,5571209.0,2006,MARYLAND,0,0,0,MD
351,74,1951,9235,3191,10932,856,91,15931,753,1365,90,1317,3231,1301,823,553,17729,10,1356.0,8359.0,4575,6827.0,7385.0,31463,5471817.0,2006,MASSACHUSETTS,0,0,0,MA
352,209,2680,10293,6000,25085,4014,367,28791,1261,6384,1358,2464,4326,5309,834,1203,33886,160,3348.0,44553.0,25263,538.0,10301.0,101709,9426852.0,2006,MICHIGAN,0,0,0,MI
353,90,1292,4224,3344,19085,1885,245,18075,1927,3786,26,1992,5034,2472,1200,1375,18186,26,814.0,26098.0,25700,0.0,13282.0,37857,4610061.0,2006,MINNESOTA,1,0,0,MN
354,155,642,1268,2245,6981,525,106,12565,1030,2311,739,907,1291,1176,171,432,16190,397,4263.0,11250.0,3022,7324.0,8235.0,35165,1616759.0,2006,MISSISSIPPI,1,0,0,MS
355,351,2443,12361,7129,30253,4205,468,37720,3158,4614,165,3228,8093,4100,1085,2981,44762,195,5169.0,38859.0,15123,108.0,16123.0,123165,5748820.0,2006,MISSOURI,0,0,0,MO
356,44,317,1069,962,7565,333,113,8594,570,1703,78,1047,2783,1123,233,609,10321,18,1621.0,12726.0,11549,0.0,4136.0,20114,1543773.0,2006,NEBRASKA,0,0,0,NE
357,159,1659,2870,2954,10025,2195,149,19001,999,2858,452,1890,2221,2445,4609,1308,13784,126,1766.0,11060.0,8409,189.0,2876.0,62064,2481554.0,2006,NEVADA,0,1,0,NV
358,8,145,372,397,2298,136,54,5427,210,1027,35,411,1350,127,98,200,3228,1,158.0,4783.0,5376,4453.0,1482.0,13841,1039150.0,2006,NEWHAMPSHIRE,0,0,0,NH
359,312,4425,9149,6144,23595,1094,455,28048,1972,4855,120,5114,7660,6460,2022,1761,54168,309,15307.0,25181.0,8036,3.0,21548.0,146975,8446877.0,2006,NEWJERSEY,0,0,0,NJ
360,67,350,2290,984,4039,421,76,5608,295,508,149,753,692,758,333,128,5775,13,857.0,8441.0,3716,167.0,2727.0,32339,1268388.0,2006,NEWMEXICO,0,0,0,NM
361,298,4300,10767,8611,36906,2824,422,31920,4439,9354,196,5884,13440,4361,1765,4490,61748,157,2640.0,28696.0,5864,0.0,16474.0,87472,9446127.0,2006,NEWYORK,0,0,0,NY
362,629,3921,13408,14874,36471,1682,374,53250,3182,25006,1734,5757,8904,7624,1414,1347,35066,593,8297.0,50674.0,16408,0.0,16351.0,127080,6749209.0,2006,NORTHCAROLINA,0,0,0,NC
363,4,25,207,329,1696,201,30,1919,146,1122,27,123,657,143,2,78,1783,0,186.0,4581.0,6336,605.0,1751.0,5688,575177.0,2006,NORTHDAKOTA,0,0,0,ND
364,164,2320,3604,5320,21816,1495,281,24083,1390,3392,21,3888,4327,2932,951,895,31368,100,7541.0,18960.0,11710,4138.0,18146.0,62940,5693115.0,2006,OHIO,0,0,0,OH
365,154,750,4139,2882,9407,969,364,9703,898,2082,500,2156,1323,2551,450,737,20823,49,775.0,15936.0,3588,22120.0,3094.0,34195,3254461.0,2006,OKLAHOMA,0,0,0,OK
366,101,939,2839,2482,17950,1767,289,13202,1254,1451,61,678,4277,1732,677,1129,17352,13,509.0,14016.0,13434,0.0,6355.0,17802,3099031.0,2006,OREGON,1,1,0,OR
367,476,7367,16187,9803,37691,4598,707,43568,3495,10777,405,3308,13383,4998,2380,2651,54412,337,954.0,46093.0,27319,21686.0,57363.0,53626,10932970.0,2006,PENNSYLVANIA,0,0,0,PA
368,13,144,492,587,2035,146,48,3941,181,883,174,304,1323,352,215,103,3688,15,85.0,2118.0,766,14.0,3046.0,15183,954017.0,2006,RHODEISLAND,0,1,0,RI
369,282,1609,8030,4678,14984,1041,196,22182,2423,19181,470,2408,3626,2658,520,709,28713,113,876.0,7650.0,8329,8033.0,13040.0,34219,3877177.0,2006,SOUTHCAROLINA,0,0,0,SC
370,1,10,118,108,581,48,14,1153,20,537,8,8,189,52,4,26,640,0,228.0,3695.0,3670,146.0,662.0,1372,365423.0,2006,SOUTHDAKOTA,0,0,0,SD
371,326,2885,9784,5869,23027,2475,235,30460,3899,10309,1029,893,4443,3353,2142,769,35455,264,1582.0,23296.0,8737,20935.0,11245.0,77655,4877891.0,2006,TENNESSEE,0,0,0,TN
372,777,7222,22895,18328,85266,7459,784,100697,8443,15440,531,758,13022,14326,8403,4359,135914,428,5519.0,88165.0,29348,120286.0,42913.0,318321,22453094.0,2006,TEXAS,0,0,0,TX
373,28,355,1052,1152,10568,484,109,8401,780,930,22,654,3326,1033,512,823,7653,17,2105.0,6452.0,10054,4134.0,4619.0,41837,2003810.0,2006,UTAH,0,0,0,UT
374,6,13,302,310,1007,96,18,1406,97,378,40,128,352,9,1,44,1394,0,359.0,3544.0,770,6.0,813.0,2635,520953.0,2006,VERMONT,0,1,0,VT
375,228,1856,4501,3967,18492,1039,379,32939,2199,8480,1588,827,4444,3711,586,981,29273,102,1237.0,21422.0,8855,24684.0,5526.0,90596,5895712.0,2006,VIRGINIA,0,0,0,VA
376,148,1866,4877,5841,26429,2294,384,30243,2435,1278,183,4649,6984,3593,1313,1427,29264,12,614.0,36986.0,13030,7.0,4931.0,64789,5254276.0,2006,WASHINGTON,1,1,0,WA
377,18,75,754,496,1636,203,42,4032,255,614,64,170,599,248,29,133,4100,0,61.0,4028.0,1274,1063.0,474.0,6077,885812.0,2006,WESTVIRGINIA,0,0,0,WV
378,182,1650,5517,4898,30637,2554,432,19162,2424,8300,197,1324,11111,5110,690,3113,25329,157,2448.0,41105.0,42935,5.0,63761.0,126158,5294726.0,2006,WISCONSIN,0,0,0,WI
379,4,26,518,315,1889,121,16,3223,135,167,14,102,863,145,6,157,3160,1,256.0,5423.0,4471,2002.0,1360.0,13591,502901.0,2006,WYOMING,0,0,0,WY
380,336,1763,3807,3379,16258,1068,107,25034,1892,7818,61,2255,2033,1467,182,604,17309,57,1054.0,12857.0,6073,10584.0,5014.0,77383,3482050.0,2007,ALABAMA,0,0,0,AL
381,39,160,1453,470,3390,357,30,4098,136,161,8,21,954,402,343,172,1759,8,332.0,5187.0,1847,129.0,986.0,15651,654555.0,2007,ALASKA,1,1,0,AK
382,297,1872,6106,4681,30342,3924,289,24597,4446,1983,393,1285,11573,3688,1600,1695,35384,1,3105.0,38260.0,27405,4.0,16750.0,90644,5941252.0,2007,ARIZONA,0,0,0,AZ
383,60,416,2318,2064,6973,274,32,8162,811,3124,19,891,1336,957,154,154,9953,3,234.0,8892.0,1369,8118.0,2323.0,41421,1875132.0,2007,ARKANSAS,0,0,0,AR
384,2022,21064,99066,53738,87455,22458,1541,90070,9862,10159,2268,19752,34799,32513,12558,15145,289449,689,395.0,204015.0,21108,112398.0,16604.0,350310,35715843.0,2007,CALIFORNIA,0,1,0,CA
385,109,864,4341,2644,19507,1525,308,15089,1256,2379,220,1026,5796,2325,668,840,18290,8,2745.0,27969.0,15943,305.0,12287.0,80426,4358882.0,2007,COLORADO,0,0,0,CO
386,66,1260,3931,2608,11895,805,238,19129,792,1441,214,450,2564,1357,479,564,14663,25,1318.0,8571.0,1130,3.0,15372.0,30986,3243990.0,2007,CONNECTICUT,0,0,0,CT
387,23,652,2052,1027,4871,147,64,8491,633,2061,282,454,1166,421,188,167,5744,2,244.0,229.0,2503,587.0,2449.0,6082,853712.0,2007,DELAWARE,0,0,0,DE
388,439,3176,8779,7099,29548,2337,602,27667,4634,7317,332,4067,3742,5528,1171,3724,44019,197,3482.0,26442.0,9954,4686.0,24910.0,104962,5916753.0,2007,GEORGIA,0,0,0,GA
389,33,74,1230,1044,5163,260,111,6212,255,490,118,245,1436,571,10,347,5660,1,584.0,11014.0,5946,435.0,2447.0,27215,1382317.0,2007,IDAHO,0,0,0,ID
390,372,2890,5000,2937,13895,5129,111,27562,490,1318,1,81,5462,3736,4050,1187,55125,4194,435.0,5624.0,1672,0.0,22274.0,26287,2980147.0,2007,ILLINOIS,0,0,0,IL
391,223,1897,5004,3963,21803,2056,199,14986,1743,2067,12,6374,2547,1927,1861,1576,22753,155,1668.0,23463.0,10839,17567.0,7908.0,57936,4535059.0,2007,INDIANA,0,0,0,IN
392,15,374,3492,2096,10638,568,140,10266,688,1023,99,253,3274,486,149,214,8825,12,843.0,13130.0,8468,11940.0,6519.0,29581,2567706.0,2007,IOWA,0,0,0,IA
393,53,292,1826,1033,4639,421,77,10113,446,1037,170,310,1745,767,241,283,7089,0,217.0,12080.0,7066,278.0,3565.0,18501,1783134.0,2007,KANSAS,0,0,0,KS
394,33,730,1005,1628,6386,242,13,3108,625,777,17,876,746,549,766,77,11883,8,804.0,3490.0,1038,4023.0,1453.0,22664,850422.0,2007,KENTUCKY,0,0,0,KY
395,242,1119,6329,5103,16555,1143,154,21777,868,2086,329,1575,3327,2029,548,1033,22964,139,1745.0,8725.0,6391,3147.0,16257.0,47624,2617038.0,2007,LOUISIANA,0,0,0,LA
396,19,172,461,1306,6064,287,70,7160,350,869,57,193,1535,416,42,256,5721,2,139.0,8097.0,4472,65.0,1882.0,17864,1314909.0,2007,MAINE,1,1,0,ME
397,327,4119,7719,6972,23780,3365,478,29922,1042,2329,409,261,4351,4271,1377,1513,55155,454,2255.0,24230.0,6830,1.0,7171.0,106364,5562657.0,2007,MARYLAND,0,0,0,MD
398,68,1859,9615,3707,12302,995,138,18796,828,1396,119,1326,3380,1386,1098,606,20626,22,1626.0,11746.0,5209,7378.0,8019.0,33257,5899072.0,2007,MASSACHUSETTS,0,0,0,MA
399,306,2692,10504,6122,26640,3464,349,28988,1176,6231,1249,2253,3917,5086,603,1094,33923,159,3308.0,40584.0,22237,432.0,9872.0,98247,9301438.0,2007,MICHIGAN,0,0,0,MI
400,115,1334,4376,3521,22470,1781,204,19537,1994,3482,24,2045,4821,2375,1119,1574,18814,12,834.0,31735.0,29932,0.0,15158.0,39756,5078367.0,2007,MINNESOTA,1,0,0,MN
401,83,545,1026,1753,5892,439,101,9596,698,1267,674,641,1042,758,110,308,10289,382,2248.0,7881.0,2496,4897.0,6199.0,24923,1082611.0,2007,MISSISSIPPI,1,0,0,MS
402,217,1689,8398,5734,27310,2292,313,30032,2248,3919,154,2976,6169,2891,320,2132,32958,110,3772.0,31633.0,14380,322.0,13345.0,99390,4980958.0,2007,MISSOURI,0,0,0,MO
403,11,47,780,240,3454,230,59,3775,59,168,28,22,1054,92,30,66,1566,0,252.0,3264.0,5011,0.0,2431.0,4507,803145.0,2007,MONTANA,0,0,0,MT
404,47,289,1228,845,7493,384,101,8136,520,1743,102,830,2519,1037,182,579,9816,11,1507.0,12350.0,11228,0.0,4089.0,18140,1506881.0,2007,NEBRASKA,0,0,0,NE
405,151,1739,3519,2889,10747,1831,139,18817,1329,2315,544,1727,2463,2389,5430,1385,14444,98,1650.0,12538.0,9281,123.0,3255.0,59493,2467618.0,2007,NEVADA,0,1,0,NV
406,4,76,248,333,1829,82,30,4337,139,877,22,409,1158,89,27,138,2570,24,180.0,4146.0,4753,4333.0,918.0,11345,891903.0,2007,NEWHAMPSHIRE,0,0,0,NH
407,269,4065,8946,5848,24672,936,372,26830,1738,3681,139,4567,7457,5451,1706,1606,52773,182,14958.0,25031.0,7757,0.0,22776.0,151131,8421399.0,2007,NEWJERSEY,0,0,0,NJ
408,74,376,2829,1001,5256,389,43,6856,278,453,163,824,856,728,348,147,6805,1,713.0,10006.0,4014,607.0,2737.0,32312,1391131.0,2007,NEWMEXICO,0,0,0,NM
409,362,4185,10807,8283,41506,2707,473,33324,4445,8474,1031,5701,13408,4256,1318,4344,61163,163,2489.0,28440.0,5262,2.0,15868.0,85392,10520724.0,2007,NEWYORK,0,0,0,NY
410,622,4186,14238,15261,38769,1668,417,53785,2728,22278,1865,5530,8594,7644,1492,1478,38343,159,7258.0,26928.0,9898,0.0,16454.0,126607,6998327.0,2007,NORTHCAROLINA,0,0,0,NC
411,11,33,239,259,2068,165,25,1957,113,863,28,130,608,114,6,70,1743,3,168.0,4119.0,5717,713.0,1584.0,5541,562723.0,2007,NORTHDAKOTA,0,0,0,ND
412,194,2591,3564,6110,25564,1399,302,30211,1369,3373,31,3972,4506,2951,1472,1027,34740,53,7448.0,19155.0,13600,4887.0,20922.0,63863,6848511.0,2007,OHIO,0,0,0,OH
413,183,793,4370,3066,10810,1010,275,10302,977,2662,637,2555,1553,2520,434,781,22319,5,1072.0,18229.0,3295,25171.0,3474.0,39578,3615869.0,2007,OKLAHOMA,0,0,0,OK
